,Actors,Awards,Country,Director,Error,Genre,Language,Metascore,Plot,Poster,Rated,Released,Response,Runtime,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes
43,"Mohammad Amir Naji, Amir Farrokh Hashemian, Bahare Seddiqi, Nafise Jafar-Mohammadi",Nominated for 1 Oscar. Another 13 wins & 4 nominations.,Iran,Majid Majidi,,"Drama, Family",Persian,N/A,"Zahra's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zahra until they come up with an idea: they will share one pair of shoes, Ali's. School awaits. Will the plan succeed?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTk4MDEwMV5BMl5BanBnXkFtZTYwNzMwNzI5._V1_SX300.jpg,PG,22 Jan 1999,True,89 min,Children of Heaven,movie,Majid Majidi,1997,tt0118849,8.4,"29,750"
44,"Rosy Barsony, Max Gülstorff, Käthe Haack, Georg Alexander",N/A,Germany,Hans Steinhoff,,"Comedy, Music, Romance",German,N/A,N/A,N/A,N/A,21 Mar 1934,True,87 min,Love Must Be Understood,movie,Herbert Juttke (book),1933,tt0024251,6.3,17
45,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine",Won 2 Oscars. Another 146 wins & 142 nominations.,"USA, UK",Christopher Nolan,,"Action, Crime, Drama","English, Mandarin",82,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, the caped crusader must come to terms with one of the greatest psychological tests of his ability to fight injustice.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,PG-13,18 Jul 2008,True,152 min,The Dark Knight,movie,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2008,tt0468569,9.0,"1,699,835"
46,"Briana Evigan, Robert Hoffman, Adam G. Sevani, Cassie Ventura",2 wins & 3 nominations.,USA,Jon M. Chu,,"Drama, Music, Musical","English, Russian",50,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NzYxOTgxOF5BMl5BanBnXkFtZTcwMTgxMjc1MQ@@._V1_SX300.jpg,PG-13,14 Feb 2008,True,98 min,Step Up 2: The Streets,movie,"Toni Ann Johnson, Karen Barna, Duane Adler (characters)",2008,tt1023481,6.2,"68,269"
47,"Annette Bening, Katie Sagona, Aidan Quinn, Robert Downey Jr.",1 win.,USA,Neil Jordan,,"Drama, Fantasy, Thriller",English,N/A,"The housewife Claire Cooper is married with the pilot Paul Cooper and their little daughter Rebecca is their pride and joy. When a stranger kidnaps a girl, Claire dreams about the man but ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,15 Jan 1999,True,100 min,In Dreams,movie,"Bari Wood (novel), Bruce Robinson (screenplay), Neil Jordan (screenplay)",1999,tt0120710,5.5,"11,070"
48,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",Nominated for 2 Oscars. Another 15 wins & 11 nominations.,USA,Spike Lee,,"Comedy, Drama","English, Italian, Spanish, Korean",91,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",https://images-na.ssl-images-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg,R,21 Jul 1989,True,120 min,Do the Right Thing,movie,Spike Lee,1989,tt0097216,7.9,"60,320"
49,"Rekha, Hrithik Roshan, Priyanka Chopra, Sharat Saxena",9 wins & 12 nominations.,India,Rakesh Roshan,,"Action, Adventure, Romance","Hindi, English, Cantonese",68,The origins of the Indian superhero Krrish.,https://images-na.ssl-images-amazon.com/images/M/MV5BNGVlYjM2NjMtZWUzZC00MDhhLTk3ZjktOTIxOTY3YzNkODQ4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,NOT RATED,23 Jun 2006,True,154 min,Krrish,movie,"Robin Bhatt (screenplay), Sachin Bhowmick (screenplay), Honey Irani (screenplay), Akarsh Khurana (screenplay), Sanjay Masoom (dialogue), Rakesh Roshan (screenplay)",2006,tt0432637,6.3,"12,714"
50,"Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel",Nominated for 1 Oscar. Another 1 win & 5 nominations.,USA,John Carpenter,,"Romance, Sci-Fi",English,71,"Jenny Hayden never did get over the death of her husband. So when an alien life form decides to model ""himself"" on the husband, Jenny is understandably confused if not terrified. The alien, or Starman, as he is called, has a deadline to meet, and kidnaps Jenny in order to meet it.",https://images-na.ssl-images-amazon.com/images/M/MV5BODg5ODI0NzM5M15BMl5BanBnXkFtZTgwNDk5MjQxMDE@._V1_SX300.jpg,PG,14 Dec 1984,True,115 min,Starman,movie,"Bruce A. Evans, Raynold Gideon",1984,tt0088172,7.0,"33,530"
51,"Min-sik Choi, Ji-tae Yu, Hye-jeong Kang, Dae-han Ji",26 wins & 16 nominations.,South Korea,Chan-wook Park,,"Drama, Mystery, Thriller",Korean,74,"After being kidnapped and imprisoned for 15 years, Oh Dae-Su is released, only to find that he must find his captor in 5 days.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SX300.jpg,R,21 Nov 2003,True,120 min,Oldboy,movie,"Garon Tsuchiya (story), Nobuaki Minegishi (comic), Chan-wook Park (screenplay), Chun-hyeong Lim (screenplay), Jo-yun Hwang (screenplay), Joon-hyung Lim",2003,tt0364569,8.4,"362,259"
52,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",Won 2 Oscars. Another 22 wins & 24 nominations.,USA,Martin Scorsese,,"Biography, Drama, Sport",English,92,"An emotionally self-destructive boxer's journey through life, as the violence and temper that leads him to the top in the ring destroys his life outside it.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_SX300.jpg,R,19 Dec 1980,True,129 min,Raging Bull,movie,"Jake LaMotta (based on the book by), Joseph Carter (with), Peter Savage (with), Paul Schrader (screenplay), Mardik Martin (screenplay)",1980,tt0081398,8.3,"238,964"
53,"Vadim Andreev, Aleksandr Koltsov, Pavel Maykov, Yuriy Moseychuk",N/A,Russia,Vitaliy Vorobyov,,War,Russian,N/A,"During military exercise a group of commandos walks into a mine field that has been left over since WWII. The only person who can save the trapped men is Serba, a surviving soldier of WWII, who was in the field back in 1943.",N/A,N/A,N/A,True,N/A,Nesluzhebnoe zadanie 2: Vzryv na rassvete,movie,Sergey Kuchkov,2005,tt1459048,5.5,13
54,"Matthew Broderick, Jonathan Taylor Thomas, James Earl Jones, Jim Cummings",Won 2 Oscars. Another 32 wins & 30 nominations.,USA,"Roger Allers, Rob Minkoff",,"Animation, Adventure, Drama","English, Swahili, Xhosa, Zulu",83,"A young lion Prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young Prince must decide his fate: will he remain an outcast, or face his demons and become what he needs to be?",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMzgwNTUzMl5BMl5BanBnXkFtZTcwNTMxMzM3Ng@@._V1_SX300.jpg,G,24 Jun 1994,True,89 min,The Lion King,movie,"Irene Mecchi (screenplay), Jonathan Roberts (screenplay), Linda Woolverton (screenplay), Burny Mattinson (story), Barry Johnson (story), Lorna Cook (story), Thom Enriquez (story), Andy Gaskill (story), Gary Trousdale (story), Jim Capobianco (story), Kevin Harkey (story), Jorgen Klubien (story), Chris Sanders (story), Tom Sito (story), Larry Leker (story), Joe Ranft (story), Rick Maki (story), Ed Gombert (story), Francis Glebas (story), Mark Kausler (story), J.T. Allen (additional story material), George Scribner (additional story material), Miguel Tejada-Flores (additional story material), Jenny Tripp (additional story material), Bob Tzudiker (additional story material), Christopher Vogler (additional story material), Kirk Wise (additional story material), Noni White (additional story material), Brenda Chapman (story supervisor)",1994,tt0110357,8.5,"655,322"
55,"Livian Aragão, Renato Aragão, João Paulo Bienermann, Carlos Bonow",N/A,Brazil,"Paulo Aragão, Marcus Figueiredo",,"Adventure, Family",Portuguese,N/A,"Didi works as a butler at Pedro's father's house. While browsing an old photograph album, he and 10-year-old Pedro find an ancient map with the route to a treasure. They decide to search for it. But the treasure carries a curse cast by the three thieves who had stolen it first, during WW2.",http://ia.media-imdb.com/images/M/MV5BYWI0NDg3M2QtMGNjMC00MThjLTlhNjktYzM3YWY3M2RmMjE5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,N/A,06 Jan 2006,True,86 min,"Didi, the Treasure Raider",movie,"Renato Aragão, Marcos Figueiredo, Guto, Flávio de Souza",2006,tt0497900,2.0,108
56,"Cameron Scoggins, Nico Tortorella, Pep Muñoz, Audrey Jessup",4 wins.,USA,Kevin Alexander,,"Comedy, Music",English,N/A,An aspiring Catalan filmmaker captures the week leading up to the debut album release of Brooklyn-based electronic music duo Hunter&Game.,http://ia.media-imdb.com/images/M/MV5BMTY5NDg2OTIxNF5BMl5BanBnXkFtZTgwNDUyMzYzNTE@._V1_SX300.jpg,N/A,17 Oct 2014,True,77 min,Hunter&Game,movie,Kevin Alexander,2014,tt3797934,8.9,7
57,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler",Won 1 Oscar. Another 84 wins & 167 nominations.,USA,Kathryn Bigelow,,"Drama, History, Thriller","English, Arabic",95,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,R,11 Jan 2013,True,157 min,Zero Dark Thirty,movie,Mark Boal,2012,tt1790885,7.4,"218,336"
58,N/A,N/A,South Korea,Yeong-rang Bae,,"Animation, Action, Sci-Fi",Korean,N/A,N/A,N/A,N/A,09 Aug 1981,True,65 min,The Cosmos Conqueror,movie,N/A,1981,tt1948614,4.0,9
59,"Toni Collette, Philip Seymour Hoffman, Barry Humphries, Eric Bana",4 wins & 8 nominations.,Australia,Adam Elliot,,"Animation, Comedy, Drama","English, Yiddish",N/A,"In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. She's Mary Dinkle, the only child of an alcoholic mother and a distracted father. He's Max Horowitz, an overweight man with Asperger's, living alone in New York. He writes back, with chocolate. Thus begins a 20-year correspondence, interrupted by a stay in an asylum and a few misunderstandings. Mary falls in love with a neighbor, saves money to have a birthmark removed and deals with loss. Max has a friendship with a neighbor, tries to control his weight, and finally gets the dream job. Will the two ever meet face to face?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDIyNTA1Nl5BMl5BanBnXkFtZTcwMjc2Njk3OA@@._V1_SX300.jpg,NOT RATED,09 Apr 2009,True,92 min,Mary and Max,movie,Adam Elliot,2009,tt0978762,8.2,"121,321"
60,"Rebecca Labbé, Hans Müller, David Leon Espina, Christoffer L Jonsson",N/A,"Sweden, Germany",Ove Valeskog,,"Drama, Fantasy, Thriller","English, Swedish, German",N/A,"Nanna lives a lonely and regimented life in Berlin. When her life crashes she receives a phone call from her long lost love, Martin, who reminds her of their carefree childhood. Martin wants her to join him for a hike in the wilderness together with some of their mutual childhood friends. One of them, Peter (The Swede), has been told of a strange hermitic hippie-like society out in the Swedish wilderness and the group set off on an adventure unaware of the fact that once they reach their destination nothing will ever be the same again. As they are drawn deeper and deeper into the forest mysterious events start to unsettle the dynamics of the group. Reality begins to shift in ways none of them could have imagined and relations between the friends become strained and volatile. They had come looking for adventure, but nothing could have prepared them for what lies in wait...",N/A,N/A,N/A,True,110 min,Huldra: Lady of the Forest,movie,"Ove Valeskog, Eddie Boschek (dramaturge), Björn Boström (dramaturge)",2015,tt3104324,N/A,N/A
61,"Manfred von Brauchitsch, Evelyn Holt, Kurt Vespermann, Georg H. Schnell",N/A,Germany,"Erich Schönfelder, Haro van Peski",,"Drama, Sport",German,N/A,The race car drivers Robert Wenck and Kurt Harder are good friends. They become rivals when it appears that Robert is married to Eva. Eva was the former lover of Kurt Harder. Complications will follow.,N/A,N/A,20 Dec 1932,True,87 min,Kampf,movie,"Frank Arnau (adaptation), Heinz Gordon (adaptation), Franz Roswalt, Bob Stoll (story), Max Wallner",1932,tt0023085,N/A,N/A
62,"Ken Murray, Johnny Downs, Kathryn Kane, Eddie Quillan",N/A,USA,Joseph Santley,,Musical,English,N/A,"Broadway press agent Nap Sisler sees a chance to make a national hit with a new dance, ""The Baltimore Bubble"", created by Greenvale filling-station attendant Johnny Bennett. Nap promotes dance instructor Professor L. Orlando Beebee out of $500 to bring Johnny, his dancing partner Snookie Saunders, and Greenvale grocery clerk and hot trombonist Satchel-Lips Peters to New York. Introduced at a night club by band leader Ted Weems, the trio is a hit. The Greenvale trio begin a theatre tour with their dance, now a national sensation. The craze soon dies out and Johnny stays in New York to try for another chance at fame with a dancer, Nona, while the other two return to Greenvale. The new act soon flops and Johnny returns to Greenvale and is met by Snookie, Satchel-Lips and the town band, who escort him to a new and lavish service station built with the money earned from ""The Baltimore Bubble.""",http://ia.media-imdb.com/images/M/MV5BNTE1N2E1NDYtMDc5Ny00OTQwLTgyNjEtMTY3NWQ3ZmJkZDg5XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,16 Dec 1938,True,72 min,"Swing, Sister, Swing",movie,"Charles Grayson, Burt Kelly (story ""Swing Fever"")",1938,tt0030821,6.2,5
63,"Prem Nath, Ameeta, Shashikala, Pran",N/A,India,Ramanlal Desai,,"Action, Drama, Family",Hindi,N/A,N/A,N/A,N/A,N/A,True,N/A,Abe Hayat,movie,N/A,1955,tt0047796,3.8,6
64,"María Valverde, Horacio Garcia Rojas, Gerardo Taracena, Eric Francés",N/A,Mexico,Alan Jonsson,,Drama,Spanish,N/A,Late sixteenth century. A Tameme Indian man and a noble Spanish woman flee through the forests of the New World in search of freedom. Their frantic journey softens the tension between them and dissolves their longstanding differences and creates intimate bonds that threaten their very survival.,http://ia.media-imdb.com/images/M/MV5BMjA1NDk0Njc2M15BMl5BanBnXkFtZTgwNzM2MzM2MTE@._V1_SX300.jpg,N/A,N/A,True,N/A,La carga,movie,"Alan Jonsson, Arturo Ruiz",2015,tt3646058,N/A,N/A
65,"Anthony Hopkins, David Bedella, Jessie Kamm, Angelina Jolie",4 wins & 12 nominations.,"Germany, USA, Netherlands, France, UK, Italy",Oliver Stone,,"Action, Adventure, Biography",English,39,"Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_SX300.jpg,R,24 Nov 2004,True,175 min,Alexander,movie,"Oliver Stone, Christopher Kyle, Laeta Kalogridis",2004,tt0346491,5.5,"140,218"
66,"Kermit Maynard, Polly Ann Young, Paul Fix, Ben Hendricks Jr.",N/A,USA,John English,,Western,English,N/A,"A cowboy's brother falls in with a gang of thieves; when he tries to get his brother out of the gang, the gang orders his death--and tells his brother to kill him.",http://ia.media-imdb.com/images/M/MV5BYWYwYjI0ZDMtOGYxYS00ZmEwLTgxMDItZDJiZWU5Y2Q2MWFiXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,APPROVED,15 Oct 1935,True,57 min,His Fighting Blood,movie,"James Oliver Curwood (story), Joseph O'Donnell (screenplay)",1935,tt0026475,5.6,7
67,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi",3 wins.,Japan,Isao Takahata,,"Animation, Drama, War","Japanese, English",N/A,A young boy and his little sister struggle to survive in Japan during World War II.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzUwMTMxMl5BMl5BanBnXkFtZTgwODYyMDk2MjE@._V1_SX300.jpg,UNRATED,16 Apr 1988,True,89 min,Grave of the Fireflies,movie,"Akiyuki Nosaka (novel), Isao Takahata",1988,tt0095327,8.5,"141,385"
68,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon",Nominated for 1 Oscar. Another 7 wins & 16 nominations.,USA,Frank Oz,,"Comedy, Romance",English,70,"All of Greenleaf, Indiana is watching this year's telecast of the Oscars as Hollywood heartthrob and local boy made good Cameron Drake has been nominated for his first ever Best Actor Oscar for his latest movie role as a gay soldier. Cameron's high school English teacher Howard Brackett is overjoyed when Cameron wins the award and mentions Howard's contribution in his acting life. That joy turns to horror when Cameron mentions to the worldwide audience that Howard is gay, especially horrific to Howard as he is engaged to fellow teacher Emily Montgomery, a woman with self-esteem issues as she had battled weight issues most of her life before she lost seventy-five pounds for the wedding. Howard's life is totally disrupted as Hollywood media descends on Greenleaf in order to get Howard's story. The rest of Greenleaf also openly wonders if Howard is indeed gay, as he exhibits many stereotypical gay tendencies, such as being neat, and loving music, dancing, poetry and Barbra Streisand. His cause is not helped in that his and Emily's relationship has not yet been consummated. The one person not concerned is Emily, who trusts Howard. As Howard continues to deny being gay to his family, friends and colleagues, he begins to examine himself hypercritically if only because if others believe he's gay, there may be some merit to the claim, as well as because of an incident that occurs with Hollywood reporter Peter Malloy, who is doing a week-long piece on Howard leading up to his and Emily's wedding. But Cameron Drake may be able to provide some overall perspective to what is happening to Howard and the frenzy he has caused.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzNTM2Njc4NzVeQTJeQWpwZ15BbWU4MDEwMjY0MTEx._V1_SX300.jpg,PG-13,19 Sep 1997,True,90 min,In & Out,movie,Paul Rudnick,1997,tt0119360,6.3,"32,686"
