,artist.inverted,track,track_length_seconds,genre_clean,date_entered,date_peaked,season,weeks_to_peak,weeks_on_billboard,rank_entered,highest_rank,ranks_climbed,last_rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,reached_top_10
307,"Larrieux, Amel",Get Up,242,Others,2000-03-04,2000-03-11,Spring,1.0,3,100,97.0,3.0,97.0,100,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
308,"Braxton, Toni",Spanish Guitar,264,Rock,2000-12-02,2000-12-02,Winter,0.0,3,98,98.0,-0.0,98.0,98,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
309,Tuesday,I Know,246,Rock,2000-12-30,2000-12-30,Winter,0.0,2,98,98.0,-0.0,98.0,98,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
310,LL Cool J,Imagine That,240,Rap,2000-08-12,2000-08-19,Summer,1.0,2,99,98.0,1.0,98.0,99,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
311,Master P,Souljas,213,Rap,2000-11-18,2000-11-18,Fall,0.0,1,98,98.0,-0.0,98.0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
312,Ghostface Killah,Cherchez LaGhost,184,Others,2000-08-05,2000-08-05,Summer,0.0,1,98,98.0,-0.0,98.0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
313,"Smith, Will",Freakin' It,238,Rap,2000-02-12,2000-02-12,Winter,0.0,4,99,99.0,-0.0,99.0,99,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
314,Zombie Nation,Kernkraft 400,210,Rock,2000-09-02,2000-09-02,Fall,0.0,2,99,99.0,-0.0,99.0,99,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
315,"Eastsidaz, The",Got Beef,238,Rap,2000-07-01,2000-07-01,Summer,0.0,2,99,99.0,-0.0,99.0,99,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
316,Fragma,Toca's Miracle,202,Others,2000-10-28,2000-10-28,Fall,0.0,1,99,99.0,-0.0,99.0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
